combinacion,accuracy,f1,precision,recall
('volatile_acidity', 'citric_acid', 'free_sulfur_dioxide', 'total_sulfur_dioxide'),0.48284023668639053,0.3986007075010689,0.36568098336284904,0.48284023668639053
('volatile_acidity', 'citric_acid', 'free_sulfur_dioxide', 'density'),0.4840236686390533,0.4151224233572003,0.444976081599999,0.4840236686390533
('volatile_acidity', 'citric_acid', 'free_sulfur_dioxide', 'pH'),0.4603550295857988,0.36770250690065487,0.3405654931675961,0.4603550295857988
('volatile_acidity', 'citric_acid', 'free_sulfur_dioxide', 'sulphates'),0.4603550295857988,0.36928034027632367,0.33661175403019544,0.4603550295857988
('volatile_acidity', 'citric_acid', 'free_sulfur_dioxide', 'alcohol'),0.5266272189349113,0.4856492963842628,0.48207253188349897,0.5266272189349113
('volatile_acidity', 'citric_acid', 'total_sulfur_dioxide', 'density'),0.48520710059171596,0.4201178269451415,0.4277259249644193,0.48520710059171596
('volatile_acidity', 'citric_acid', 'total_sulfur_dioxide', 'pH'),0.46982248520710057,0.38748932237753736,0.35296718300472996,0.46982248520710057
('volatile_acidity', 'citric_acid', 'total_sulfur_dioxide', 'sulphates'),0.47928994082840237,0.3959500171390303,0.3617362022487467,0.47928994082840237
('volatile_acidity', 'citric_acid', 'total_sulfur_dioxide', 'alcohol'),0.5301775147928994,0.48909226565633485,0.48179893383289357,0.5301775147928994
('volatile_acidity', 'citric_acid', 'density', 'pH'),0.5017751479289941,0.44353459754620883,0.48310355583997217,0.5017751479289941
('volatile_acidity', 'citric_acid', 'density', 'sulphates'),0.4982248520710059,0.4375368517068922,0.4531214860281593,0.4982248520710059
('volatile_acidity', 'citric_acid', 'density', 'alcohol'),0.5325443786982249,0.4951956090780002,0.4886146071095357,0.5325443786982249
('volatile_acidity', 'citric_acid', 'pH', 'sulphates'),0.4544378698224852,0.3657223374336076,0.3331840035412454,0.4544378698224852
('volatile_acidity', 'citric_acid', 'pH', 'alcohol'),0.5337278106508876,0.49592094506500745,0.4885814878596352,0.5337278106508876
('volatile_acidity', 'citric_acid', 'sulphates', 'alcohol'),0.5420118343195266,0.501992723612233,0.4951382952889314,0.5420118343195266
('volatile_acidity', 'residual_sugar', 'chlorides', 'free_sulfur_dioxide'),0.47810650887573963,0.3908176176226895,0.42733837425443866,0.47810650887573963
('volatile_acidity', 'residual_sugar', 'chlorides', 'total_sulfur_dioxide'),0.4804733727810651,0.4054610134678878,0.4059759586059498,0.4804733727810651
('volatile_acidity', 'residual_sugar', 'chlorides', 'density'),0.47692307692307695,0.4174337033644021,0.44428820503869426,0.47692307692307695
('volatile_acidity', 'residual_sugar', 'chlorides', 'pH'),0.4662721893491124,0.3849547692596039,0.4302791776737186,0.4662721893491124
('volatile_acidity', 'residual_sugar', 'chlorides', 'sulphates'),0.46982248520710057,0.38835219406558413,0.42194479648291716,0.46982248520710057
